descricaoProduto,ean,principioAtivo,classificacao,nomeSocial,fabricante,detalhes
Keflex 50mg/ml Suspensão 100 ml + Colher-medida,7898906376663,Cefalexina Monoidratada,Cefalosporinas Orais,Keflex,Laboratórios Bagó do Brasil S/A,"{""ean"":""7898906376663"",""dose"":""50mg/ml Suspensão 100 ml + Colher-medida"",""unidade"":""mg"",""forma_farmaceutica"":""SUSPENSÃO"",""via_administracao"":""Oral"",""quantidade"":null,""volume"":null,""registro_ms"":""1562600170028"",""tarja"":""TARJA VERMELHA"",""origem_nome"":""farmaindex"",""origem_dados"":""farmaindex"",""farmacos"":[""Cefalexina Monoidratada""],""legado"":{""produto_id"":91,""apresentacao_id"":105,""nome_normalizado"":""keflex"",""tipo"":""medicamento""}}"
Akineton 4MG 30 Comprimidos Revestidos de Liberação Retardada,7898940448074,Cloridrato de Biperideno,Antiparkinsonianos,Akineton,Laboratórios Bagó do Brasil S/A,"{""ean"":""7898940448074"",""dose"":""4MG 30 Comprimidos Revestidos de Liberação Retardada"",""unidade"":""mg"",""forma_farmaceutica"":""COMPRIMIDOS REVESTIDOS DE LIBERAÇÃO RETARDADA"",""via_administracao"":""Oral"",""quantidade"":""30"",""volume"":null,""registro_ms"":""1562600270057"",""tarja"":""TARJA VERMELHA"",""origem_nome"":""farmaindex"",""origem_dados"":""farmaindex"",""farmacos"":[""Cloridrato de Biperideno""],""legado"":{""produto_id"":1031,""apresentacao_id"":1283,""nome_normalizado"":""akineton"",""tipo"":""medicamento""}}"
Akineton 2MG 80 Comprimidos,7898940448128,Cloridrato de Biperideno,Antiparkinsonianos,Akineton,Laboratórios Bagó do Brasil S/A,"{""ean"":""7898940448128"",""dose"":""2MG 80 Comprimidos"",""unidade"":""mg"",""forma_farmaceutica"":""COMPRIMIDOS"",""via_administracao"":""Oral"",""quantidade"":""80"",""volume"":null,""registro_ms"":""1562600270030"",""tarja"":""TARJA VERMELHA"",""origem_nome"":""farmaindex"",""origem_dados"":""farmaindex"",""farmacos"":[""Cloridrato de Biperideno""],""legado"":{""produto_id"":1031,""apresentacao_id"":1282,""nome_normalizado"":""akineton"",""tipo"":""medicamento""}}"
"Atensina 0,10mg 30 Comprimidos",7898968453098,Cloridrato de Clonidina,Anti-hipertensivos Puro-ação Central,Atensina,Mawdsleys Pharmaceuticals do Brasil Ltda,"{""ean"":""7898968453098"",""dose"":""0,10mg 30 Comprimidos"",""unidade"":""mg"",""forma_farmaceutica"":""COMPRIMIDOS"",""via_administracao"":""Oral"",""quantidade"":""30"",""volume"":null,""registro_ms"":""1583200030019"",""tarja"":""TARJA VERMELHA"",""origem_nome"":""farmaindex"",""origem_dados"":""farmaindex"",""farmacos"":[""Cloridrato de Clonidina""],""legado"":{""produto_id"":15,""apresentacao_id"":15,""nome_normalizado"":""atensina"",""tipo"":""medicamento""}}"
"Atensina 0,15mg 30 Comprimidos",7898968453104,Cloridrato de Clonidina,Anti-hipertensivos Puro-ação Central,Atensina,Mawdsleys Pharmaceuticals do Brasil Ltda,"{""ean"":""7898968453104"",""dose"":""0,15mg 30 Comprimidos"",""unidade"":""mg"",""forma_farmaceutica"":""COMPRIMIDOS"",""via_administracao"":""Oral"",""quantidade"":""30"",""volume"":null,""registro_ms"":""1583200030027"",""tarja"":""TARJA VERMELHA"",""origem_nome"":""farmaindex"",""origem_dados"":""farmaindex"",""farmacos"":[""Cloridrato de Clonidina""],""legado"":{""produto_id"":15,""apresentacao_id"":16,""nome_normalizado"":""atensina"",""tipo"":""medicamento""}}"
Albel 400mg 1 Comprimido Mastigável,7899095201330,Albendazol,Anti-helmínticos Exceto Esquistossomicidas (p1c),Albel,Geolab Indústria Farmacêutica S/A,"{""ean"":""7899095201330"",""dose"":""400mg 1 Comprimido Mastigável"",""unidade"":""mg"",""forma_farmaceutica"":""COMPRIMIDO MASTIGÁVEL"",""via_administracao"":""Oral"",""quantidade"":""1"",""volume"":null,""registro_ms"":""1542303230013"",""tarja"":""TARJA VERMELHA"",""origem_nome"":""farmaindex"",""origem_dados"":""farmaindex"",""farmacos"":[""Albendazol""],""legado"":{""produto_id"":468,""apresentacao_id"":1284,""nome_normalizado"":""albel"",""tipo"":""medicamento""}}"
Albel 40mg/ml Suspensão 10 ml,7899095201972,Albendazol,Anti-helmínticos Exceto Esquistossomicidas (p1c),Albel,Geolab Indústria Farmacêutica S/A,"{""ean"":""7899095201972"",""dose"":""40mg/ml Suspensão 10 ml"",""unidade"":""mg"",""forma_farmaceutica"":""SUSPENSÃO"",""via_administracao"":null,""quantidade"":null,""volume"":null,""registro_ms"":""1542300440052"",""tarja"":""TARJA VERMELHA"",""origem_nome"":""farmaindex"",""origem_dados"":""farmaindex"",""farmacos"":[""Albendazol""],""legado"":{""produto_id"":468,""apresentacao_id"":585,""nome_normalizado"":""albel"",""tipo"":""medicamento""}}"
Cloridrato de Ambroxol 3mg/ml Xarope 120 ml + Copo Dosador,7899095202245,Cloridrato de Ambroxol,Expectorantes,Cloridrato de Ambroxol,Geolab Indústria Farmacêutica S/A,"{""ean"":""7899095202245"",""dose"":""3mg/ml Xarope 120 ml + Copo Dosador"",""unidade"":""mg"",""forma_farmaceutica"":""XAROPE"",""via_administracao"":null,""quantidade"":null,""volume"":null,""registro_ms"":""1542300670039"",""tarja"":""TARJA VERMELHA"",""origem_nome"":""farmaindex"",""origem_dados"":""farmaindex"",""farmacos"":[""Cloridrato de Ambroxol""],""legado"":{""produto_id"":1123,""apresentacao_id"":1441,""nome_normalizado"":""cloridrato de ambroxol"",""tipo"":""medicamento""}}"
Cloridrato de Ambroxol 6mg/ml Xarope 120 ml + Copo Dosador,7899095202252,Cloridrato de Ambroxol,Expectorantes,Cloridrato de Ambroxol,Geolab Indústria Farmacêutica S/A,"{""ean"":""7899095202252"",""dose"":""6mg/ml Xarope 120 ml + Copo Dosador"",""unidade"":""mg"",""forma_farmaceutica"":""XAROPE"",""via_administracao"":null,""quantidade"":null,""volume"":null,""registro_ms"":""1542300670012"",""tarja"":""TARJA VERMELHA"",""origem_nome"":""farmaindex"",""origem_dados"":""farmaindex"",""farmacos"":[""Cloridrato de Ambroxol""],""legado"":{""produto_id"":1123,""apresentacao_id"":1443,""nome_normalizado"":""cloridrato de ambroxol"",""tipo"":""medicamento""}}"
Albendazol 40mg/ml Suspensão 10 ml,7899095203235,Albendazol,Anti-helmínticos Exceto Esquistossomicidas (p1c),Albendazol,EMS S/A,"{""ean"":""7899095203235"",""dose"":""40mg/ml Suspensão 10 ml"",""unidade"":""mg"",""forma_farmaceutica"":""SUSPENSÃO"",""via_administracao"":null,""quantidade"":null,""volume"":null,""registro_ms"":""1542303370011"",""tarja"":""TARJA VERMELHA"",""origem_nome"":""farmaindex"",""origem_dados"":""farmaindex"",""farmacos"":[""Albendazol""],""legado"":{""produto_id"":1033,""apresentacao_id"":1292,""nome_normalizado"":""albendazol"",""tipo"":""medicamento""}}"
Acetilcisteína 40mg/ml Xarope 120 ml + Copo Dosador,7899095233799,Acetilcisteína,Expectorantes,Acetilcisteína,Geolab Indústria Farmacêutica S/A,"{""ean"":""7899095233799"",""dose"":""40mg/ml Xarope 120 ml + Copo Dosador"",""unidade"":""mg"",""forma_farmaceutica"":""XAROPE"",""via_administracao"":null,""quantidade"":null,""volume"":null,""registro_ms"":""1542301080030"",""tarja"":""TARJA VERMELHA"",""origem_nome"":""farmaindex"",""origem_dados"":""farmaindex"",""farmacos"":[""Acetilcisteína""],""legado"":{""produto_id"":475,""apresentacao_id"":1039,""nome_normalizado"":""acetilcisteina"",""tipo"":""medicamento""}}"
Acetilcisteína 20mg/ml Xarope 120 ml + Copo Dosador,7899095233805,Acetilcisteína,Expectorantes,Acetilcisteína,Geolab Indústria Farmacêutica S/A,"{""ean"":""7899095233805"",""dose"":""20mg/ml Xarope 120 ml + Copo Dosador"",""unidade"":""mg"",""forma_farmaceutica"":""XAROPE"",""via_administracao"":null,""quantidade"":null,""volume"":null,""registro_ms"":""1542301080073"",""tarja"":""TARJA VERMELHA"",""origem_nome"":""farmaindex"",""origem_dados"":""farmaindex"",""farmacos"":[""Acetilcisteína""],""legado"":{""produto_id"":475,""apresentacao_id"":1041,""nome_normalizado"":""acetilcisteina"",""tipo"":""medicamento""}}"
Acetilcisteína 120mg/g 256 Granulados Para Solução 5 G - 16 Envelopes de Alumínio/papel,7899095239227,Acetilcisteína,Expectorantes,Acetilcisteína,Geolab Indústria Farmacêutica S/A,"{""ean"":""7899095239227"",""dose"":""120mg/g 256 Granulados Para Solução 5 G - 16 Envelopes de Alumínio/papel"",""unidade"":""mg"",""forma_farmaceutica"":""GRANULADOS PARA SOLUÇÃO"",""via_administracao"":""Oral"",""quantidade"":""256"",""volume"":null,""registro_ms"":""1542302890060"",""tarja"":""VENDA LIVRE"",""origem_nome"":""farmaindex"",""origem_dados"":""farmaindex"",""farmacos"":[""Acetilcisteína""],""legado"":{""produto_id"":475,""apresentacao_id"":1036,""nome_normalizado"":""acetilcisteina"",""tipo"":""medicamento""}}"
Amioron 200mg 30 Comprimidos,7899095239982,Cloridrato de Amiodarona,Antiarrítmicos Cardíacos,Amioron,Geolab Indústria Farmacêutica S/A,"{""ean"":""7899095239982"",""dose"":""200mg 30 Comprimidos"",""unidade"":""mg"",""forma_farmaceutica"":""COMPRIMIDOS"",""via_administracao"":""Oral"",""quantidade"":""30"",""volume"":null,""registro_ms"":""1542300020085"",""tarja"":""TARJA VERMELHA"",""origem_nome"":""farmaindex"",""origem_dados"":""farmaindex"",""farmacos"":[""Cloridrato de Amiodarona""],""legado"":{""produto_id"":1136,""apresentacao_id"":1461,""nome_normalizado"":""amioron"",""tipo"":""medicamento""}}"
ACU Fresh 5mg/ml Solução 10 ml,7899095244771,Carmelose Sódica,Lágrimas Artificiais E Lubrificantes Oftamológicos,ACU Fresh,Geolab Indústria Farmacêutica S/A,"{""ean"":""7899095244771"",""dose"":""5mg/ml Solução 10 ml"",""unidade"":""mg"",""forma_farmaceutica"":""SOLUÇÃO"",""via_administracao"":""Oftálmica"",""quantidade"":null,""volume"":null,""registro_ms"":""1542302300026"",""tarja"":""VENDA LIVRE"",""origem_nome"":""farmaindex"",""origem_dados"":""farmaindex"",""farmacos"":[""Carmelose Sódica""],""legado"":{""produto_id"":912,""apresentacao_id"":1131,""nome_normalizado"":""acu fresh"",""tipo"":""medicamento""}}"
Cloridrato de Amiodarona 100mg 30 Comprimidos,7899095245587,Cloridrato de Amiodarona,Antiarrítmicos Cardíacos,Cloridrato de Amiodarona,Sanofi Medley Farmacêutica Ltda.,"{""ean"":""7899095245587"",""dose"":""100mg 30 Comprimidos"",""unidade"":""mg"",""forma_farmaceutica"":""COMPRIMIDOS"",""via_administracao"":""Oral"",""quantidade"":""30"",""volume"":null,""registro_ms"":""1542302770022"",""tarja"":""TARJA VERMELHA"",""origem_nome"":""farmaindex"",""origem_dados"":""farmaindex"",""farmacos"":[""Cloridrato de Amiodarona""],""legado"":{""produto_id"":1135,""apresentacao_id"":1457,""nome_normalizado"":""cloridrato de amiodarona"",""tipo"":""medicamento""}}"
Cloridrato de Amiodarona 200mg 30 Comprimidos,7899095245631,Cloridrato de Amiodarona,Antiarrítmicos Cardíacos,Cloridrato de Amiodarona,Sanofi Medley Farmacêutica Ltda.,"{""ean"":""7899095245631"",""dose"":""200mg 30 Comprimidos"",""unidade"":""mg"",""forma_farmaceutica"":""COMPRIMIDOS"",""via_administracao"":""Oral"",""quantidade"":""30"",""volume"":null,""registro_ms"":""1542302770081"",""tarja"":""TARJA VERMELHA"",""origem_nome"":""farmaindex"",""origem_dados"":""farmaindex"",""farmacos"":[""Cloridrato de Amiodarona""],""legado"":{""produto_id"":1135,""apresentacao_id"":1459,""nome_normalizado"":""cloridrato de amiodarona"",""tipo"":""medicamento""}}"
Abrifit 7mg/ml Xarope 100 ml + Copo Dosador,7899095249134,Hedera Helix l.,Expectorantes,Abrifit,Geolab Indústria Farmacêutica S/A,"{""ean"":""7899095249134"",""dose"":""7mg/ml Xarope 100 ml + Copo Dosador"",""unidade"":""mg"",""forma_farmaceutica"":""XAROPE"",""via_administracao"":null,""quantidade"":null,""volume"":null,""registro_ms"":""1542302160011"",""tarja"":""VENDA LIVRE"",""origem_nome"":""farmaindex"",""origem_dados"":""farmaindex"",""farmacos"":[""Hedera Helix l.""],""legado"":{""produto_id"":732,""apresentacao_id"":906,""nome_normalizado"":""abrifit"",""tipo"":""medicamento""}}"
ACU Fresh G 5mg/ml + 9mg/ml Solução,7899095263215,"Carmelose Sódica, Glicerol",Lágrimas Artificiais E Lubrificantes Oftamológicos,ACU Fresh G,Geolab Indústria Farmacêutica S/A,"{""ean"":""7899095263215"",""dose"":""5mg/ml + 9mg/ml Solução"",""unidade"":""mg"",""forma_farmaceutica"":""SOLUÇÃO"",""via_administracao"":""Oftálmica"",""quantidade"":null,""volume"":null,""registro_ms"":""1542303220042"",""tarja"":""VENDA LIVRE"",""origem_nome"":""farmaindex"",""origem_dados"":""farmaindex"",""farmacos"":[""Carmelose Sódica"",""Glicerol""],""legado"":{""produto_id"":913,""apresentacao_id"":1132,""nome_normalizado"":""acu fresh g"",""tipo"":""medicamento""}}"
Alevo 750mg 7 Comprimidos Revestidos,7899420506550,Levofloxacino Hemi-hidratado,Fluorquinolonas Orais,Alevo,Supera Farma Laboratórios S.A,"{""ean"":""7899420506550"",""dose"":""750mg 7 Comprimidos Revestidos"",""unidade"":""mg"",""forma_farmaceutica"":""COMPRIMIDOS REVESTIDOS"",""via_administracao"":""Oral"",""quantidade"":""7"",""volume"":null,""registro_ms"":""1037202700032"",""tarja"":""TARJA VERMELHA"",""origem_nome"":""farmaindex"",""origem_dados"":""farmaindex"",""farmacos"":[""Levofloxacino Hemi-hidratado""],""legado"":{""produto_id"":1053,""apresentacao_id"":1325,""nome_normalizado"":""alevo"",""tipo"":""medicamento""}}"
Alevo 750mg 5 Comprimidos Revestidos,7899420506666,Levofloxacino Hemi-hidratado,Fluorquinolonas Orais,Alevo,Supera Farma Laboratórios S.A,"{""ean"":""7899420506666"",""dose"":""750mg 5 Comprimidos Revestidos"",""unidade"":""mg"",""forma_farmaceutica"":""COMPRIMIDOS REVESTIDOS"",""via_administracao"":""Oral"",""quantidade"":""5"",""volume"":null,""registro_ms"":""1037202700024"",""tarja"":""TARJA VERMELHA"",""origem_nome"":""farmaindex"",""origem_dados"":""farmaindex"",""farmacos"":[""Levofloxacino Hemi-hidratado""],""legado"":{""produto_id"":1053,""apresentacao_id"":1324,""nome_normalizado"":""alevo"",""tipo"":""medicamento""}}"
Andes 50mg 30 Comprimidos Revestidos de Liberação Prolongada,7899420506772,Succinato de Desvenlafaxina Monoidratado,Antidepressivos Snri,Andes,Supera Farma Laboratórios S.A,"{""ean"":""7899420506772"",""dose"":""50mg 30 Comprimidos Revestidos de Liberação Prolongada"",""unidade"":""mg"",""forma_farmaceutica"":""COMPRIMIDOS REVESTIDOS DE LIBERAÇÃO PROLONGADA"",""via_administracao"":""Oral"",""quantidade"":""30"",""volume"":null,""registro_ms"":""1037202790279"",""tarja"":""TARJA VERMELHA"",""origem_nome"":""farmaindex"",""origem_dados"":""farmaindex"",""farmacos"":[""Succinato de Desvenlafaxina Monoidratado""],""legado"":{""produto_id"":1186,""apresentacao_id"":1555,""nome_normalizado"":""andes"",""tipo"":""medicamento""}}"
Andes 100mg 30 Comprimidos Revestidos de Liberação Prolongada,7899420506802,Succinato de Desvenlafaxina Monoidratado,Antidepressivos Snri,Andes,Supera Farma Laboratórios S.A,"{""ean"":""7899420506802"",""dose"":""100mg 30 Comprimidos Revestidos de Liberação Prolongada"",""unidade"":""mg"",""forma_farmaceutica"":""COMPRIMIDOS REVESTIDOS DE LIBERAÇÃO PROLONGADA"",""via_administracao"":""Oral"",""quantidade"":""30"",""volume"":null,""registro_ms"":""1037202790171"",""tarja"":""TARJA VERMELHA"",""origem_nome"":""farmaindex"",""origem_dados"":""farmaindex"",""farmacos"":[""Succinato de Desvenlafaxina Monoidratado""],""legado"":{""produto_id"":1186,""apresentacao_id"":1553,""nome_normalizado"":""andes"",""tipo"":""medicamento""}}"
Andes 100mg 60 Comprimidos Revestidos de Liberação Prolongada,7899420507229,Succinato de Desvenlafaxina Monoidratado,Antidepressivos Snri,Andes,Supera Farma Laboratórios S.A,"{""ean"":""7899420507229"",""dose"":""100mg 60 Comprimidos Revestidos de Liberação Prolongada"",""unidade"":""mg"",""forma_farmaceutica"":""COMPRIMIDOS REVESTIDOS DE LIBERAÇÃO PROLONGADA"",""via_administracao"":""Oral"",""quantidade"":""60"",""volume"":null,""registro_ms"":""1037202790198"",""tarja"":""TARJA VERMELHA"",""origem_nome"":""farmaindex"",""origem_dados"":""farmaindex"",""farmacos"":[""Succinato de Desvenlafaxina Monoidratado""],""legado"":{""produto_id"":1186,""apresentacao_id"":1554,""nome_normalizado"":""andes"",""tipo"":""medicamento""}}"
Andes 50mg 60 Comprimidos Revestidos de Liberação Prolongada,7899420507236,Succinato de Desvenlafaxina Monoidratado,Antidepressivos Snri,Andes,Supera Farma Laboratórios S.A,"{""ean"":""7899420507236"",""dose"":""50mg 60 Comprimidos Revestidos de Liberação Prolongada"",""unidade"":""mg"",""forma_farmaceutica"":""COMPRIMIDOS REVESTIDOS DE LIBERAÇÃO PROLONGADA"",""via_administracao"":""Oral"",""quantidade"":""60"",""volume"":null,""registro_ms"":""1037202790295"",""tarja"":""TARJA VERMELHA"",""origem_nome"":""farmaindex"",""origem_dados"":""farmaindex"",""farmacos"":[""Succinato de Desvenlafaxina Monoidratado""],""legado"":{""produto_id"":1186,""apresentacao_id"":1556,""nome_normalizado"":""andes"",""tipo"":""medicamento""}}"
Alpes xl 150mg 30 Comprimidos Revestidos de Liberação Prolongada,7899420507472,Cloridrato de Bupropiona,Antidepressivos Todos os Outros,Alpes xl,Supera Farma Laboratórios S.A,"{""ean"":""7899420507472"",""dose"":""150mg 30 Comprimidos Revestidos de Liberação Prolongada"",""unidade"":""mg"",""forma_farmaceutica"":""COMPRIMIDOS REVESTIDOS DE LIBERAÇÃO PROLONGADA"",""via_administracao"":""Oral"",""quantidade"":""30"",""volume"":null,""registro_ms"":""1037203050023"",""tarja"":""TARJA VERMELHA"",""origem_nome"":""farmaindex"",""origem_dados"":""farmaindex"",""farmacos"":[""Cloridrato de Bupropiona""],""legado"":{""produto_id"":1096,""apresentacao_id"":1398,""nome_normalizado"":""alpes xl"",""tipo"":""medicamento""}}"
Alpes xl 300mg 30 Comprimidos Revestidos de Liberação Prolongada,7899420507519,Cloridrato de Bupropiona,Antidepressivos Todos os Outros,Alpes xl,Supera Farma Laboratórios S.A,"{""ean"":""7899420507519"",""dose"":""300mg 30 Comprimidos Revestidos de Liberação Prolongada"",""unidade"":""mg"",""forma_farmaceutica"":""COMPRIMIDOS REVESTIDOS DE LIBERAÇÃO PROLONGADA"",""via_administracao"":""Oral"",""quantidade"":""30"",""volume"":null,""registro_ms"":""1037203050090"",""tarja"":""TARJA VERMELHA"",""origem_nome"":""farmaindex"",""origem_dados"":""farmaindex"",""farmacos"":[""Cloridrato de Bupropiona""],""legado"":{""produto_id"":1096,""apresentacao_id"":1399,""nome_normalizado"":""alpes xl"",""tipo"":""medicamento""}}"
Alcachofra Natulab 300mg 30 Cápsulas Duras,7899470801414,Cynara Scolymus l.,Coleréticos E Colecinéticos,Alcachofra Natulab,Natulab Laboratório S.A,"{""ean"":""7899470801414"",""dose"":""300mg 30 Cápsulas Duras"",""unidade"":""mg"",""forma_farmaceutica"":""CÁPSULAS DURAS"",""via_administracao"":""Oral"",""quantidade"":""30"",""volume"":null,""registro_ms"":""1384100560011"",""tarja"":""TARJA VERMELHA"",""origem_nome"":""farmaindex"",""origem_dados"":""farmaindex"",""farmacos"":[""Cynara Scolymus l.""],""legado"":{""produto_id"":1037,""apresentacao_id"":1298,""nome_normalizado"":""alcachofra natulab"",""tipo"":""medicamento""}}"
"Amoxicilina + Clavulanato de Potassio 80mg/ml + 11,4mg/ml pó Para Suspensão + Seringa Dosadora",7899547513042,"Amoxicilina, Amoxicilina Tri-hidratada, Amoxicilina Trihidratada, Clavulanato de Potássio",Penicilinas Orais de Amplo Espectro,Amoxicilina + Clavulanato de Potássio,União Química Farmacêutica Nacional S/A,"{""ean"":""7899547513042"",""dose"":""80mg/ml + 11,4mg/ml pó Para Suspensão + Seringa Dosadora"",""unidade"":""mg"",""forma_farmaceutica"":""PÓ PARA SUSPENSÃO"",""via_administracao"":null,""quantidade"":null,""volume"":null,""registro_ms"":""1256802560011"",""tarja"":""TARJA VERMELHA"",""origem_nome"":""farmaindex"",""origem_dados"":""farmaindex"",""farmacos"":[""Amoxicilina"",""Amoxicilina Tri-hidratada"",""Amoxicilina Trihidratada"",""Clavulanato de Potássio""],""legado"":{""produto_id"":1148,""apresentacao_id"":1477,""nome_normalizado"":""amoxicilina clavulanato de potassio"",""tipo"":""medicamento""}}"
Albendazol 400mg 5 Comprimidos Mastigáveis,7899547527681,Albendazol,Anti-helmínticos Exceto Esquistossomicidas (p1c),Albendazol,EMS S/A,"{""ean"":""7899547527681"",""dose"":""400mg 5 Comprimidos Mastigáveis"",""unidade"":""mg"",""forma_farmaceutica"":""COMPRIMIDOS MASTIGÁVEIS"",""via_administracao"":""Oral"",""quantidade"":""5"",""volume"":null,""registro_ms"":""1256800520177"",""tarja"":""TARJA VERMELHA"",""origem_nome"":""farmaindex"",""origem_dados"":""farmaindex"",""farmacos"":[""Albendazol""],""legado"":{""produto_id"":1033,""apresentacao_id"":1290,""nome_normalizado"":""albendazol"",""tipo"":""medicamento""}}"
